지방청,관서,검거건수(2012년)
전북,전북김제경찰서,2123 
전북,전북완주경찰서,1952 
전북,전북고창경찰서,1202 
전북,전북부안경찰서,1459 
전북,전북임실경찰서,475 
전북,전북순창경찰서,478 
전북,전북진안경찰서,473 
전북,전북장수경찰서,328 
전북,전북무주경찰서,449 
전남,전남지방경찰청,299 
전남,전남목포경찰서,9356 
전남,전남여수경찰서,8304 
전남,전남순천경찰서,8229 
전남,전남나주경찰서,2491 
전남,전남광양경찰서,3806 
전남,전남고흥경찰서,1327 
전남,전남해남경찰서,1787 
전남,전남무안경찰서,1498 
전남,전남장흥경찰서,1005 
전남,전남보성경찰서,953 
전남,전남영광경찰서,1134 
전남,전남화순경찰서,1412 
전남,전남함평경찰서,739 
전남,전남영암경찰서,1580 
전남,전남장성경찰서,1089 
전남,전남강진경찰서,819 
전남,전남담양경찰서,1112 
전남,전남곡성경찰서,868 
전남,전남완도경찰서,1091 
전남,전남진도경찰서,737 
전남,전남구례경찰서,685 
경북,경북지방경찰청,450 
경북,경북경주경찰서,8252 
경북,경북포항북부경찰서,6819 
경북,경북포항남부경찰서,7309 
경북,경북구미경찰서,13188 
경북,경북경산경찰서,6565 
경북,경북안동경찰서,4666 
경북,경북김천경찰서,3327 
경북,경북영주경찰서,2648 
경북,경북영천경찰서,3186 
경북,경북상주경찰서,2200 
경북,경북문경경찰서,1554 
경북,경북칠곡경찰서,2899 
경북,경북의성경찰서,943 
경북,경북청도경찰서,987 
경북,경북영덕경찰서,833 
경북,경북울진경찰서,1114 
경북,경북봉화경찰서,813 
경북,경북예천경찰서,832 
경북,경북성주경찰서,1237 
경북,경북청송경찰서,614 
경북,경북영양경찰서,287 
경북,경북군위경찰서,531 
경북,경북고령경찰서,906 
경북,경북울릉경찰서,171 
경남,경남지방경찰청,605 
경남,경남창원중부경찰서,6249 
경남,경남창원서부경찰서,5506 
경남,경남마산중부경찰서,4407 
경남,경남마산동부경찰서,5677 
경남,경남진주경찰서,9692 
경남,경남김해중부경찰서,9203 
경남,경남김해서부경찰서,5083 
경남,경남거제경찰서,7432 
경남,경남양산경찰서,6604 
경남,경남진해경찰서,3887 
경남,경남통영경찰서,4315 
경남,경남사천경찰서,2936 
경남,경남밀양경찰서,2767 
경남,경남거창경찰서,1281 
경남,경남합천경찰서,914 
경남,경남창녕경찰서,1541 
경남,경남고성경찰서,1481 
경남,경남하동경찰서,1017 
경남,경남남해경찰서,937 
경남,경남함양경찰서,776 
경남,경남산청경찰서,698 
경남,경남함안경찰서,1508 
경남,경남의령경찰서,572 
제주,제주지방경찰청,244 
제주,제주동부경찰서,7337 
제주,제주서부경찰서,6170 
제주,제주서귀포경찰서,5012 
